,Order_ID,Order_Date,Region,City,Category,SubCategory,Sales,Quantity,Discount,Profit,Updated_Sales,Profit_Category,Net_Revenue,Discount_Level,Large_Order
12,ORD-10012,2022-06-27,West,LOS ANGELES,Office,Phones,1252.02,9,0.2,-140.8,1314.621,Low Profit,1251.82,Low Discount,Yes
13,ORD-10013,2022-08-30,East,PHOENIX,Office,Tables,334.26,5,0.1,100.81500000000001,350.973,Low Profit,334.15999999999997,Low Discount,Yes
14,ORD-10014,2022-07-22,East,SAN ANTONIO,Technology,Tables,289.1,4,0.1,77.15400000000001,303.55500000000006,Low Profit,289.0,Low Discount,No
15,ORD-10015,2022-01-31,West,SAN JOSE,Furniture,Storage,291.44,2,0.0,119.74600000000001,306.012,Low Profit,291.44,Low Discount,No
16,ORD-10016,2022-10-16,West,DALLAS,Furniture,Tables,470.28,1,0.3,-1.815,493.794,Low Profit,469.97999999999996,High Discount,No
17,ORD-10017,2022-03-21,South,PHOENIX,Office,Tables,796.64,7,0.0,105.21500000000002,836.472,Low Profit,796.64,Low Discount,Yes
18,ORD-10018,2022-01-11,South,HOUSTON,Furniture,Phones,659.28,6,0.2,294.074,692.244,High Profit,659.0799999999999,Low Discount,Yes
19,ORD-10019,2022-09-11,West,PHOENIX,Office,Phones,451.02,2,0.14996923076923077,122.04500000000002,473.571,Low Profit,450.87003076923077,Low Discount,No
20,ORD-10020,2022-10-14,South,PHOENIX,Furniture,Chairs,925.54,8,0.14996923076923077,84.766,971.817,Low Profit,925.3900307692307,Low Discount,Yes
21,ORD-10021,2022-06-25,West,HOUSTON,Technology,Binders,226.45,4,0.1,-17.721,237.7725,Low Profit,226.35,Low Discount,No
22,ORD-10022,2022-05-06,East,SAN ANTONIO,Furniture,Phones,452.37,8,0.14996923076923077,3.7290000000000005,474.98850000000004,Low Profit,452.2200307692308,Low Discount,Yes
23,ORD-10023,2022-02-16,West,SAN JOSE,Furniture,Chairs,562.22,7,0.14996923076923077,122.90300000000002,590.331,Low Profit,562.0700307692308,Low Discount,Yes
24,ORD-10024,2022-07-25,East,HOUSTON,Office,Tables,694.98,5,0.14996923076923077,214.74200000000002,729.729,High Profit,694.8300307692308,Low Discount,Yes
25,ORD-10025,2022-04-17,East,LOS ANGELES,Furniture,Machines,1182.06,8,0.2,-97.96600000000001,1241.163,Low Profit,1181.86,Low Discount,Yes
26,ORD-10026,2022-10-02,Central,CHICAGO,Furniture,Chairs,315.52,9,0.14996923076923077,72.79800000000002,331.296,Low Profit,315.37003076923077,Low Discount,Yes
27,ORD-10027,2022-12-03,South,SAN JOSE,Technology,Machines,781.07,5,0.14996923076923077,154.836,820.1235,Low Profit,780.9200307692308,Low Discount,Yes
28,ORD-10028,2022-05-03,West,NEW YORK,Office,Chairs,896.77,5,0.14996923076923077,156.22200000000004,941.6085,Low Profit,896.6200307692308,Low Discount,Yes
29,ORD-10029,2022-05-14,South,HOUSTON,Technology,Chairs,88.75,2,0.0,25.784000000000002,93.1875,Low Profit,88.75,Low Discount,No
30,ORD-10030,2022-04-17,West,HOUSTON,Technology,Machines,919.17,5,0.2,356.37800000000004,965.1285,High Profit,918.9699999999999,Low Discount,Yes
31,ORD-10031,2022-11-01,West,PHOENIX,Furniture,Accessories,272.38,3,0.1,13.123000000000001,285.999,Low Profit,272.28,Low Discount,No
32,ORD-10032,2022-11-25,West,LOS ANGELES,Furniture,Chairs,116.28,7,0.0,49.038000000000004,122.09400000000001,Low Profit,116.28,Low Discount,Yes
33,ORD-10033,2022-02-19,South,DALLAS,Furniture,Machines,1424.35,5,0.3,-84.007,1495.5674999999999,Low Profit,1424.05,High Discount,Yes
34,ORD-10034,2022-12-03,West,DALLAS,Furniture,Phones,1449.14,8,0.2,-73.62300000000002,1521.5970000000002,Low Profit,1448.94,Low Discount,Yes
35,ORD-10035,2022-04-05,West,PHOENIX,Technology,Paper,1216.43,1,0.2,13.464000000000002,1277.2515,Low Profit,1216.23,Low Discount,No
36,ORD-10036,2022-09-25,East,SAN ANTONIO,Furniture,Paper,470.83,3,0.3,-40.546,494.3715,Low Profit,470.53,High Discount,No
37,ORD-10037,2022-01-23,East,SAN JOSE,Technology,Paper,164.55,3,0.3,-2.134,172.77750000000003,Low Profit,164.25,High Discount,No
38,ORD-10038,2022-02-23,West,HOUSTON,Office,Paper,1032.66,9,0.3,-97.867,1084.2930000000001,Low Profit,1032.3600000000001,High Discount,Yes
39,ORD-10039,2022-09-11,South,SAN JOSE,Technology,Accessories,671.43,5,0.1,253.37400000000002,705.0015,High Profit,671.3299999999999,Low Discount,Yes
40,ORD-10040,2022-08-23,East,SAN JOSE,Furniture,Binders,200.62,9,0.14996923076923077,-14.707,210.651,Low Profit,200.47003076923076,Low Discount,Yes
41,ORD-10041,2022-02-28,Central,HOUSTON,Furniture,Machines,752.86,9,0.2,247.104,790.503,High Profit,752.66,Low Discount,Yes
42,ORD-10042,2022-06-13,West,PHOENIX,Technology,Chairs,70.9,1,0.14996923076923077,-9.46,74.44500000000001,Low Profit,70.75003076923078,Low Discount,No
43,ORD-10043,2022-09-16,West,SAN JOSE,Furniture,Storage,1365.79,2,0.14996923076923077,629.662,1434.0795,High Profit,1365.6400307692306,Low Discount,No
44,ORD-10044,2022-11-10,South,HOUSTON,Technology,Paper,402.99,5,0.3,122.66100000000002,423.13950000000006,Low Profit,402.69,High Discount,Yes
45,ORD-10045,2022-08-04,East,SAN ANTONIO,Technology,Tables,1000.53,4,0.1,-160.60000000000002,1050.5565,Low Profit,1000.43,Low Discount,No
46,ORD-10046,2022-07-02,East,SAN JOSE,Furniture,Paper,481.33,9,0.0,163.24,505.3965,Low Profit,481.33,Low Discount,Yes
47,ORD-10047,2022-02-26,South,CHICAGO,Office,Paper,789.7,7,0.1,137.643,829.1850000000001,Low Profit,789.6,Low Discount,Yes
48,ORD-10048,2022-05-25,South,NEW YORK,Furniture,Tables,829.13,6,0.14996923076923077,289.68500000000006,870.5865,High Profit,828.9800307692308,Low Discount,Yes
49,ORD-10049,2022-03-31,East,NEW YORK,Furniture,Accessories,293.58,7,0.1,52.800000000000004,308.259,Low Profit,293.47999999999996,Low Discount,Yes
50,ORD-10050,2022-11-07,South,NEW YORK,Furniture,Tables,1454.99,1,0.3,375.49600000000004,1527.7395000000001,High Profit,1454.69,High Discount,No
51,ORD-10051,2022-02-14,Central,CHICAGO,Furniture,Tables,1167.2,1,0.0,413.1600000000001,1225.5600000000002,High Profit,1167.2,Low Discount,No
52,ORD-10052,2022-09-14,East,HOUSTON,Furniture,Accessories,1410.46,8,0.3,144.386,1480.9830000000002,Low Profit,1410.16,High Discount,Yes
53,ORD-10053,2022-01-21,West,PHOENIX,Technology,Tables,1344.34,2,0.0,-219.41700000000003,1411.557,Low Profit,1344.34,Low Discount,No
54,ORD-10054,2022-01-21,West,DALLAS,Technology,Chairs,904.89,9,0.14996923076923077,358.30300000000005,950.1345,High Profit,904.7400307692308,Low Discount,Yes
55,ORD-10055,2022-02-21,West,LOS ANGELES,Office,Paper,1384.37,7,0.0,119.59200000000001,1453.5884999999998,Low Profit,1384.37,Low Discount,Yes
56,ORD-10056,2022-12-04,West,HOUSTON,Furniture,Binders,150.97,6,0.0,24.519000000000002,158.51850000000002,Low Profit,150.97,Low Discount,Yes
57,ORD-10057,2022-06-20,West,CHICAGO,Technology,Accessories,310.05,1,0.0,-49.56600000000001,325.5525,Low Profit,310.05,Low Discount,No
58,ORD-10058,2022-03-08,Central,SAN JOSE,Furniture,Storage,86.94,1,0.1,13.893000000000002,91.287,Low Profit,86.84,Low Discount,No
59,ORD-10059,2022-04-23,East,SAN ANTONIO,Office,Accessories,501.49,2,0.1,243.76000000000002,526.5645000000001,High Profit,501.39,Low Discount,No
60,ORD-10060,2022-10-27,East,CHICAGO,Furniture,Phones,595.24,6,0.14996923076923077,11.110000000000001,625.0020000000001,Low Profit,595.0900307692308,Low Discount,Yes
61,ORD-10061,2022-06-09,West,SAN JOSE,Office,Storage,421.6,6,0.0,40.469,442.68000000000006,Low Profit,421.6,Low Discount,Yes
62,ORD-10062,2022-09-23,East,DALLAS,Office,Phones,1246.53,2,0.2,359.67800000000005,1308.8565,High Profit,1246.33,Low Discount,No
63,ORD-10063,2022-11-16,East,NEW YORK,Office,Machines,547.99,1,0.14996923076923077,204.27,575.3895,High Profit,547.8400307692308,Low Discount,No
64,ORD-10064,2022-08-20,Central,HOUSTON,Technology,Machines,435.78,5,0.0,48.147000000000006,457.569,Low Profit,435.78,Low Discount,Yes
65,ORD-10065,2022-11-21,South,DALLAS,Furniture,Accessories,823.19,5,0.0,32.417,864.3495000000001,Low Profit,823.19,Low Discount,Yes
66,ORD-10066,2022-03-09,Central,NEW YORK,Furniture,Phones,228.57,2,0.1,103.763,239.9985,Low Profit,228.47,Low Discount,No
67,ORD-10067,2022-01-28,West,LOS ANGELES,Technology,Storage,1207.25,6,0.14996923076923077,340.34,1267.6125,High Profit,1207.1000307692307,Low Discount,Yes
68,ORD-10068,2022-04-26,West,SAN JOSE,Furniture,Chairs,130.33,9,0.0,-11.264000000000001,136.84650000000002,Low Profit,130.33,Low Discount,Yes
69,ORD-10069,2022-02-20,West,SAN JOSE,Technology,Accessories,1480.59,2,0.0,-176.94600000000003,1554.6195,Low Profit,1480.59,Low Discount,No
70,ORD-10070,2022-06-30,East,SAN ANTONIO,Furniture,Accessories,1162.92,2,0.14996923076923077,179.25600000000003,1221.066,Low Profit,1162.7700307692307,Low Discount,No
71,ORD-10071,2022-09-17,East,NEW YORK,Office,Tables,314.1,3,0.2,-6.204,329.80500000000006,Low Profit,313.90000000000003,Low Discount,No
72,ORD-10072,2022-03-20,East,LOS ANGELES,Technology,Accessories,28.17,7,0.14996923076923077,0.07700000000000001,29.578500000000002,Low Profit,28.02003076923077,Low Discount,Yes
73,ORD-10073,2022-09-30,West,SAN JOSE,Furniture,Paper,1226.88,6,0.14996923076923077,508.266,1288.2240000000002,High Profit,1226.7300307692308,Low Discount,Yes
74,ORD-10074,2022-04-18,East,CHICAGO,Furniture,Machines,1066.15,8,0.2,-112.893,1119.4575000000002,Low Profit,1065.95,Low Discount,Yes
75,ORD-10075,2022-03-15,East,NEW YORK,Technology,Paper,1098.93,8,0.14996923076923077,337.524,1153.8765,High Profit,1098.7800307692307,Low Discount,Yes
76,ORD-10076,2022-06-24,East,NEW YORK,Technology,Accessories,1161.48,6,0.0,16.203000000000003,1219.554,Low Profit,1161.48,Low Discount,Yes
77,ORD-10077,2022-07-03,South,PHOENIX,Furniture,Machines,129.59,3,0.14996923076923077,43.648,136.0695,Low Profit,129.44003076923076,Low Discount,No
78,ORD-10078,2022-01-23,East,SAN ANTONIO,Office,Machines,550.53,3,0.2,171.65500000000003,578.0565,Low Profit,550.3299999999999,Low Discount,No
79,ORD-10079,2022-10-01,West,SAN ANTONIO,Office,Chairs,191.49,1,0.3,-30.657000000000004,201.0645,Low Profit,191.19,High Discount,No
80,ORD-10080,2022-05-09,South,DALLAS,Office,Tables,1297.39,7,0.14996923076923077,221.89200000000002,1362.2595000000001,High Profit,1297.2400307692308,Low Discount,Yes
81,ORD-10081,2022-10-18,West,CHICAGO,Office,Binders,942.48,5,0.1,-68.849,989.604,Low Profit,942.38,Low Discount,Yes
82,ORD-10082,2022-11-16,East,PHOENIX,Furniture,Phones,509.73,4,0.0,207.317,535.2165,High Profit,509.73,Low Discount,No
83,ORD-10083,2022-07-05,East,DALLAS,Furniture,Storage,757.67,4,0.0,46.794000000000004,795.5535,Low Profit,757.67,Low Discount,No
84,ORD-10084,2022-02-28,West,LOS ANGELES,Technology,Binders,480.25,4,0.1,53.361000000000004,504.26250000000005,Low Profit,480.15,Low Discount,No
85,ORD-10085,2022-01-01,South,DALLAS,Technology,Tables,501.27,6,0.1,64.31700000000001,526.3335,Low Profit,501.16999999999996,Low Discount,Yes
86,ORD-10086,2022-05-11,West,LOS ANGELES,Office,Paper,1099.82,8,0.14996923076923077,38.676,1154.811,Low Profit,1099.6700307692306,Low Discount,Yes
87,ORD-10087,2022-03-08,East,CHICAGO,Furniture,Paper,963.59,8,0.1,296.747,1011.7695000000001,High Profit,963.49,Low Discount,Yes
88,ORD-10088,2022-10-20,Central,SAN JOSE,Furniture,Paper,1333.07,5,0.3,95.601,1399.7235,Low Profit,1332.77,High Discount,Yes
89,ORD-10089,2022-10-12,West,SAN ANTONIO,Furniture,Chairs,718.88,6,0.2,8.437000000000001,754.8240000000001,Low Profit,718.68,Low Discount,Yes
90,ORD-10090,2022-03-30,West,SAN JOSE,Technology,Machines,197.0,4,0.1,23.694000000000003,206.85000000000002,Low Profit,196.9,Low Discount,No
91,ORD-10091,2022-04-10,West,LOS ANGELES,Office,Paper,757.67,9,0.1,-112.53,795.5535,Low Profit,757.5699999999999,Low Discount,Yes
92,ORD-10092,2022-07-08,East,CHICAGO,Technology,Storage,1145.96,8,0.3,375.595,1203.258,High Profit,1145.66,High Discount,Yes
93,ORD-10093,2022-12-12,East,SAN JOSE,Technology,Phones,850.69,1,0.0,-133.287,893.2245000000001,Low Profit,850.69,Low Discount,No
94,ORD-10094,2022-08-29,West,DALLAS,Furniture,Accessories,1161.03,2,0.0,302.29100000000005,1219.0815,High Profit,1161.03,Low Discount,No
95,ORD-10095,2022-09-27,East,LOS ANGELES,Furniture,Accessories,750.82,9,0.14996923076923077,-33.264,788.3610000000001,Low Profit,750.6700307692308,Low Discount,Yes
96,ORD-10096,2022-08-07,East,HOUSTON,Furniture,Binders,793.64,8,0.3,-9.218000000000002,833.322,Low Profit,793.34,High Discount,Yes
97,ORD-10097,2022-06-25,West,NEW YORK,Technology,Phones,652.76,3,0.2,166.144,685.398,Low Profit,652.56,Low Discount,No
98,ORD-10098,2022-12-07,East,DALLAS,Office,Tables,57.62,8,0.2,28.259000000000004,60.501,Low Profit,57.419999999999995,Low Discount,Yes
99,ORD-10099,2022-08-21,East,SAN ANTONIO,Office,Phones,179.68,1,0.3,62.57900000000001,188.66400000000002,Low Profit,179.38,High Discount,No
100,ORD-10100,2022-05-31,East,SAN JOSE,Furniture,Chairs,66.52,4,0.2,-1.056,69.846,Low Profit,66.32,Low Discount,No
101,ORD-10101,2022-10-04,South,DALLAS,Furniture,Binders,961.89,3,0.0,-46.959,1009.9845,Low Profit,961.89,Low Discount,No
102,ORD-10102,2022-08-17,West,HOUSTON,Furniture,Binders,485.25,6,0.2,197.362,509.51250000000005,Low Profit,485.05,Low Discount,Yes
103,ORD-10103,2022-06-20,West,CHICAGO,Technology,Chairs,772.68,7,0.2,99.03300000000002,811.314,Low Profit,772.4799999999999,Low Discount,Yes
104,ORD-10104,2022-08-11,East,CHICAGO,Technology,Phones,1363.2,4,0.3,-101.61800000000001,1431.3600000000001,Low Profit,1362.9,High Discount,No
105,ORD-10105,2022-08-01,Central,DALLAS,Furniture,Paper,388.95,7,0.3,157.157,408.3975,Low Profit,388.65,High Discount,Yes
106,ORD-10106,2022-10-09,South,HOUSTON,Office,Chairs,627.37,9,0.2,234.39900000000003,658.7385,High Profit,627.17,Low Discount,Yes
107,ORD-10107,2022-02-10,West,SAN JOSE,Office,Paper,1138.22,2,0.1,551.331,1195.131,High Profit,1138.1200000000001,Low Discount,No
108,ORD-10108,2022-05-02,East,DALLAS,Office,Storage,358.62,3,0.3,156.15600000000003,376.55100000000004,Low Profit,358.32,High Discount,No
109,ORD-10109,2022-08-15,West,NEW YORK,Technology,Chairs,133.93,5,0.14996923076923077,53.196000000000005,140.62650000000002,Low Profit,133.78003076923076,Low Discount,Yes
110,ORD-10110,2022-10-21,Central,NEW YORK,Furniture,Paper,448.83,3,0.14996923076923077,-58.48700000000001,471.2715,Low Profit,448.68003076923077,Low Discount,No
111,ORD-10111,2022-03-29,West,PHOENIX,Office,Phones,258.61,8,0.0,-24.849,271.5405,Low Profit,258.61,Low Discount,Yes
112,ORD-10112,2022-09-24,West,LOS ANGELES,Office,Paper,1395.95,8,0.2,293.88700000000006,1465.7475000000002,High Profit,1395.75,Low Discount,Yes
113,ORD-10113,2022-01-29,West,PHOENIX,Office,Chairs,1216.02,8,0.1,225.907,1276.8210000000001,High Profit,1215.92,Low Discount,Yes
114,ORD-10114,2022-09-04,West,SAN JOSE,Furniture,Tables,957.44,9,0.0,131.417,1005.3120000000001,Low Profit,957.44,Low Discount,Yes
115,ORD-10115,2022-11-12,South,NEW YORK,Technology,Accessories,1309.76,4,0.2,126.89600000000002,1375.248,Low Profit,1309.56,Low Discount,No
116,ORD-10116,2022-09-01,West,HOUSTON,Furniture,Chairs,1209.43,5,0.3,144.65,1269.9015000000002,Low Profit,1209.13,High Discount,Yes
117,ORD-10117,2022-03-02,Central,LOS ANGELES,Furniture,Accessories,296.12,5,0.14996923076923077,62.403,310.92600000000004,Low Profit,295.9700307692308,Low Discount,Yes
118,ORD-10118,2022-05-27,West,SAN JOSE,Furniture,Chairs,1340.99,8,0.1,-219.428,1408.0395,Low Profit,1340.89,Low Discount,Yes
119,ORD-10119,2022-06-23,East,HOUSTON,Furniture,Phones,818.23,7,0.14996923076923077,5.7860000000000005,859.1415000000001,Low Profit,818.0800307692308,Low Discount,Yes
120,ORD-10120,2022-10-05,Central,SAN JOSE,Furniture,Storage,1215.01,9,0.3,215.13800000000003,1275.7605,High Profit,1214.71,High Discount,Yes
121,ORD-10121,2022-11-30,South,PHOENIX,Furniture,Storage,1346.22,8,0.2,419.56200000000007,1413.5310000000002,High Profit,1346.02,Low Discount,Yes
122,ORD-10122,2022-05-22,East,CHICAGO,Office,Accessories,490.65,2,0.3,-24.563,515.1825,Low Profit,490.34999999999997,High Discount,No
123,ORD-10123,2022-02-13,East,HOUSTON,Technology,Machines,182.88,4,0.3,35.838,192.024,Low Profit,182.57999999999998,High Discount,No
124,ORD-10124,2022-05-24,West,PHOENIX,Furniture,Machines,357.34,6,0.14996923076923077,109.53800000000001,375.207,Low Profit,357.19003076923076,Low Discount,Yes
125,ORD-10125,2022-12-19,Central,PHOENIX,Furniture,Phones,652.12,2,0.1,83.76500000000001,684.726,Low Profit,652.02,Low Discount,No
126,ORD-10126,2022-11-29,East,PHOENIX,Technology,Paper,1230.66,7,0.3,-181.06,1292.1930000000002,Low Profit,1230.3600000000001,High Discount,Yes
127,ORD-10127,2022-02-24,South,CHICAGO,Furniture,Phones,1293.88,3,0.14996923076923077,170.17,1358.574,Low Profit,1293.7300307692308,Low Discount,No
128,ORD-10128,2022-11-03,West,HOUSTON,Office,Machines,30.29,3,0.1,0.924,31.8045,Low Profit,30.189999999999998,Low Discount,No
129,ORD-10129,2022-12-24,East,DALLAS,Furniture,Phones,775.91,2,0.2,348.05100000000004,814.7055,High Profit,775.7099999999999,Low Discount,No
130,ORD-10130,2022-06-10,Central,CHICAGO,Technology,Tables,637.77,8,0.2,-52.778,669.6585,Low Profit,637.5699999999999,Low Discount,Yes
131,ORD-10131,2022-10-12,West,LOS ANGELES,Office,Binders,348.72,6,0.0,92.631,366.15600000000006,Low Profit,348.72,Low Discount,Yes
132,ORD-10132,2022-11-21,Central,CHICAGO,Furniture,Machines,197.4,1,0.14996923076923077,-25.707000000000004,207.27,Low Profit,197.25003076923076,Low Discount,No
133,ORD-10133,2022-07-17,Central,CHICAGO,Furniture,Machines,519.67,1,0.1,67.287,545.6535,Low Profit,519.5699999999999,Low Discount,No
134,ORD-10134,2022-06-08,Central,CHICAGO,Furniture,Chairs,1415.51,7,0.3,283.987,1486.2855,High Profit,1415.21,High Discount,Yes
135,ORD-10135,2022-03-21,West,SAN JOSE,Furniture,Phones,498.34,8,0.2,15.774000000000001,523.257,Low Profit,498.14,Low Discount,Yes
136,ORD-10136,2022-01-31,East,HOUSTON,Office,Phones,787.81,5,0.1,106.634,827.2005,Low Profit,787.7099999999999,Low Discount,Yes
137,ORD-10137,2022-04-22,West,CHICAGO,Furniture,Phones,1060.47,5,0.14996923076923077,-60.50000000000001,1113.4935,Low Profit,1060.3200307692307,Low Discount,Yes
138,ORD-10138,2022-02-15,East,LOS ANGELES,Office,Storage,558.17,4,0.0,19.943,586.0785,Low Profit,558.17,Low Discount,No
139,ORD-10139,2022-12-19,East,SAN JOSE,Office,Phones,1458.24,6,0.2,357.17,1531.152,High Profit,1458.04,Low Discount,Yes
140,ORD-10140,2022-07-24,West,PHOENIX,Office,Machines,1444.42,6,0.1,49.379000000000005,1516.641,Low Profit,1444.3200000000002,Low Discount,Yes
141,ORD-10141,2022-02-21,East,HOUSTON,Furniture,Chairs,392.64,3,0.1,168.377,412.272,Low Profit,392.53999999999996,Low Discount,No
142,ORD-10142,2022-05-18,East,NEW YORK,Technology,Paper,755.93,9,0.1,188.793,793.7265,Low Profit,755.8299999999999,Low Discount,Yes
143,ORD-10143,2022-03-15,East,SAN JOSE,Office,Paper,465.3,7,0.14996923076923077,57.937000000000005,488.56500000000005,Low Profit,465.1500307692308,Low Discount,Yes
144,ORD-10144,2022-02-10,West,CHICAGO,Technology,Phones,441.56,1,0.14996923076923077,-61.567,463.63800000000003,Low Profit,441.4100307692308,Low Discount,No
145,ORD-10145,2022-03-18,South,SAN JOSE,Furniture,Chairs,74.59,7,0.14996923076923077,12.287,78.3195,Low Profit,74.44003076923077,Low Discount,Yes
146,ORD-10146,2022-07-06,West,DALLAS,Furniture,Tables,922.16,5,0.3,313.302,968.268,High Profit,921.86,High Discount,Yes
147,ORD-10147,2022-02-21,West,DALLAS,Furniture,Paper,763.96,5,0.1,7.843000000000001,802.158,Low Profit,763.86,Low Discount,Yes
148,ORD-10148,2022-03-28,West,SAN JOSE,Technology,Machines,96.19,2,0.2,35.343,100.9995,Low Profit,95.99,Low Discount,No
149,ORD-10149,2022-04-19,South,PHOENIX,Furniture,Binders,432.4,4,0.14996923076923077,0.517,454.02,Low Profit,432.25003076923076,Low Discount,No
150,ORD-10150,2022-08-13,East,PHOENIX,Furniture,Storage,1364.23,6,0.14996923076923077,516.5930000000001,1432.4415000000001,High Profit,1364.0800307692307,Low Discount,Yes
151,ORD-10151,2022-09-05,South,HOUSTON,Office,Chairs,374.55,7,0.1,-40.72200000000001,393.27750000000003,Low Profit,374.45,Low Discount,Yes
152,ORD-10152,2022-03-10,South,DALLAS,Furniture,Paper,234.44,5,0.14996923076923077,95.337,246.162,Low Profit,234.29003076923075,Low Discount,Yes
153,ORD-10153,2022-04-30,West,NEW YORK,Furniture,Paper,744.39,9,0.3,122.43,781.6095,Low Profit,744.09,High Discount,Yes
154,ORD-10154,2022-03-08,West,SAN ANTONIO,Furniture,Accessories,1478.76,3,0.3,45.419000000000004,1552.698,Low Profit,1478.46,High Discount,No
155,ORD-10155,2022-03-02,Central,DALLAS,Office,Tables,378.24,1,0.14996923076923077,3.7730000000000006,397.15200000000004,Low Profit,378.0900307692308,Low Discount,No
156,ORD-10156,2022-11-23,South,SAN JOSE,Office,Binders,1014.76,4,0.1,121.902,1065.498,Low Profit,1014.66,Low Discount,No
157,ORD-10157,2022-07-10,South,DALLAS,Technology,Binders,1147.2,9,0.1,567.1490000000001,1204.5600000000002,High Profit,1147.1000000000001,Low Discount,Yes
158,ORD-10158,2022-07-08,East,LOS ANGELES,Furniture,Binders,371.7,4,0.1,-7.282000000000001,390.285,Low Profit,371.59999999999997,Low Discount,No
159,ORD-10159,2022-05-31,East,SAN ANTONIO,Furniture,Machines,1097.76,2,0.0,-106.34800000000001,1152.6480000000001,Low Profit,1097.76,Low Discount,No
160,ORD-10160,2022-10-13,West,PHOENIX,Technology,Chairs,564.32,5,0.14996923076923077,124.784,592.5360000000001,Low Profit,564.1700307692308,Low Discount,Yes
161,ORD-10161,2022-04-06,East,SAN ANTONIO,Furniture,Tables,955.81,3,0.1,150.48000000000002,1003.6005,Low Profit,955.7099999999999,Low Discount,No
162,ORD-10162,2022-11-08,East,DALLAS,Technology,Phones,957.62,9,0.3,173.30500000000004,1005.5010000000001,Low Profit,957.32,High Discount,Yes
163,ORD-10163,2022-11-05,South,PHOENIX,Furniture,Accessories,812.95,4,0.2,223.70700000000002,853.5975000000001,High Profit,812.75,Low Discount,No
164,ORD-10164,2022-09-20,East,SAN ANTONIO,Furniture,Tables,153.63,6,0.2,1.7380000000000002,161.3115,Low Profit,153.43,Low Discount,Yes
165,ORD-10165,2022-04-07,West,PHOENIX,Furniture,Tables,1256.25,2,0.1,547.778,1319.0625,High Profit,1256.15,Low Discount,No
166,ORD-10166,2022-04-23,East,PHOENIX,Furniture,Paper,494.75,6,0.2,60.632000000000005,519.4875000000001,Low Profit,494.55,Low Discount,Yes
167,ORD-10167,2022-05-05,West,HOUSTON,Office,Tables,296.05,3,0.2,-23.628000000000004,310.8525,Low Profit,295.85,Low Discount,No
168,ORD-10168,2022-05-12,Central,NEW YORK,Furniture,Chairs,80.35,9,0.0,26.103,84.36749999999999,Low Profit,80.35,Low Discount,Yes
169,ORD-10169,2022-05-01,South,PHOENIX,Office,Accessories,894.52,2,0.3,232.078,939.246,High Profit,894.22,High Discount,No
170,ORD-10170,2022-07-16,South,LOS ANGELES,Technology,Chairs,1022.8,9,0.3,44.385000000000005,1073.94,Low Profit,1022.5,High Discount,Yes
171,ORD-10171,2022-10-21,West,DALLAS,Technology,Accessories,44.55,5,0.0,10.923,46.777499999999996,Low Profit,44.55,Low Discount,Yes
172,ORD-10172,2022-05-02,Central,DALLAS,Furniture,Accessories,777.9,8,0.0,-15.477000000000002,816.795,Low Profit,777.9,Low Discount,Yes
173,ORD-10173,2022-10-09,Central,LOS ANGELES,Furniture,Paper,355.21,2,0.2,45.68300000000001,372.9705,Low Profit,355.01,Low Discount,No
174,ORD-10174,2022-09-17,West,CHICAGO,Office,Chairs,974.86,6,0.14996923076923077,417.83500000000004,1023.6030000000001,High Profit,974.7100307692308,Low Discount,Yes
